Code,Area,Year,Sex,Pupils,Attainment8,Progress8
E13000001,Inner London,2017/18,Girls,12896,51.1,0.43
E09000019,Islington,2017/18,All,1404,46.3,0.15
E09000019,Islington,2017/18,Boys,746,44.9,0.05
E09000019,Islington,2017/18,Girls,658,47.9,0.26
E09000020,Kensington and Chelsea,2017/18,All,718,51.6,0.11
E09000020,Kensington and Chelsea,2017/18,Boys,405,52.3,0.09
E09000020,Kensington and Chelsea,2017/18,Girls,313,50.6,0.13
E09000021,Kingston upon Thames,2017/18,All,1515,57.8,0.53
E09000021,Kingston upon Thames,2017/18,Boys,720,54.7,0.33
E09000021,Kingston upon Thames,2017/18,Girls,795,60.5,0.71
E09000022,Lambeth,2017/18,All,2114,44.6,-0.05
E09000022,Lambeth,2017/18,Boys,1073,41.9,-0.34
E09000022,Lambeth,2017/18,Girls,1041,47.4,0.24
E09000023,Lewisham,2017/18,All,2104,44.9,-0.22
E09000023,Lewisham,2017/18,Boys,1046,41.8,-0.45
E09000023,Lewisham,2017/18,Girls,1058,47.9,0.02
E12000007,London,2017/18,All,76224,49.4,0.23
E12000007,London,2017/18,Boys,38223,46.7,0
E12000007,London,2017/18,Girls,38001,52.1,0.45
E09000024,Merton,2017/18,All,1404,49.7,0.44
E09000024,Merton,2017/18,Boys,721,47.4,0.24
E09000024,Merton,2017/18,Girls,683,52.2,0.65
E09000025,Newham,2017/18,All,3745,48.7,0.32
E09000025,Newham,2017/18,Boys,1869,46,0.08
E09000025,Newham,2017/18,Girls,1876,51.4,0.55
E12000001,North East,2017/18,All,24838,44.9,-0.23
E12000001,North East,2017/18,Boys,12700,42.4,-0.45
E12000001,North East,2017/18,Girls,12138,47.6,-0.01
E12000002,North West,2017/18,All,71555,45.7,-0.16
E12000002,North West,2017/18,Boys,36410,43,-0.4
E12000002,North West,2017/18,Girls,35145,48.5,0.09
E13000002,Outer London,2017/18,All,50758,49.9,0.24
E13000002,Outer London,2017/18,Boys,25653,47.3,0.03
E13000002,Outer London,2017/18,Girls,25105,52.6,0.46
E09000026,Redbridge,2017/18,All,3508,53.1,0.47
E09000026,Redbridge,2017/18,Boys,1839,50.6,0.25
E09000026,Redbridge,2017/18,Girls,1669,55.7,0.72
E09000027,Richmond upon Thames,2017/18,All,1479,51.7,0.14
E09000027,Richmond upon Thames,2017/18,Boys,729,49.9,-0.04
E09000027,Richmond upon Thames,2017/18,Girls,750,53.4,0.32
E12000008,South East,2017/18,All,82803,47.8,0.01
E12000008,South East,2017/18,Boys,42356,45.1,-0.22
E12000008,South East,2017/18,Girls,40447,50.7,0.24
E12000009,South West,2017/18,All,49425,46.7,-0.07
E12000009,South West,2017/18,Boys,25220,44,-0.3
E12000009,South West,2017/18,Girls,24205,49.6,0.18
E09000028,Southwark,2017/18,All,2386,50.2,0.3
E09000028,Southwark,2017/18,Boys,1178,48.3,0.11
E09000028,Southwark,2017/18,Girls,1208,52,0.49
E09000029,Sutton,2017/18,All,2719,58.1,0.39
E09000029,Sutton,2017/18,Boys,1392,57.3,0.25
E09000029,Sutton,2017/18,Girls,1327,59,0.53
E09000030,Tower Hamlets,2017/18,All,2721,46.8,0.15
E09000030,Tower Hamlets,2017/18,Boys,1330,43.6,-0.12
E09000030,Tower Hamlets,2017/18,Girls,1391,49.8,0.39
E09000031,Waltham Forest,2017/18,All,2484,46.1,0.21
E09000031,Waltham Forest,2017/18,Boys,1218,42.9,-0.05
E09000031,Waltham Forest,2017/18,Girls,1266,49.1,0.45
E09000032,Wandsworth,2017/18,All,1707,50.8,0.3
E09000032,Wandsworth,2017/18,Boys,891,48.9,0.15
E09000032,Wandsworth,2017/18,Girls,816,52.9,0.46
E12000005,West Midlands,2017/18,All,58845,45.2,-0.08
E12000005,West Midlands,2017/18,Boys,30025,42.4,-0.32
E12000005,West Midlands,2017/18,Girls,28820,48.1,0.17
E09000033,Westminster,2017/18,All,1495,52.9,0.47
E09000033,Westminster,2017/18,Boys,743,48,0.13
E09000033,Westminster,2017/18,Girls,752,57.8,0.81
E12000003,Yorkshire and the Humber,2017/18,All,53178,45.1,-0.02
E12000003,Yorkshire and the Humber,2017/18,Boys,27121,42.4,-0.25
E12000003,Yorkshire and the Humber,2017/18,Girls,26057,47.9,0.23
E09000002,Barking and Dagenham,2018/19,All,2353,46.4,0.16
E09000002,Barking and Dagenham,2018/19,Boys,1245,43.7,-0.06
E09000002,Barking and Dagenham,2018/19,Girls ,1108,49.4,0.4
E09000003,Barnet,2018/19,All,3804,57.1,0.57
E09000003,Barnet,2018/19,Boys,1986,54.9,0.35
E09000003,Barnet,2018/19,Girls ,1818,59.4,0.82
E09000004,Bexley,2018/19,All,3115,49.6,-0.09
E09000004,Bexley,2018/19,Boys,1577,46.8,-0.35
E09000004,Bexley,2018/19,Girls ,1538,52.5,0.16
E09000005,Brent,2018/19,All,3038,50.2,0.47
E09000005,Brent,2018/19,Boys,1525,47.2,0.18
E09000005,Brent,2018/19,Girls ,1513,53.2,0.76
E09000006,Bromley,2018/19,All,3312,50.8,0.03
E09000006,Bromley,2018/19,Boys,1599,47.5,-0.29
E09000006,Bromley,2018/19,Girls ,1713,54,0.33
E09000007,Camden,2018/19,All,1571,48.6,0.09
E09000007,Camden,2018/19,Boys,646,42.7,-0.42
E09000007,Camden,2018/19,Girls ,925,52.7,0.45
E09000001,City of London,2018/19,All,.,.,.
E09000001,City of London,2018/19,Boys,.,.,.
E09000001,City of London,2018/19,Girls ,.,.,.
E09000008,Croydon,2018/19,All,3640,45.5,0.07
E09000008,Croydon,2018/19,Boys,1802,42.4,-0.17
E09000008,Croydon,2018/19,Girls ,1838,48.5,0.31
E09000009,Ealing,2018/19,All,2956,50.9,0.58
E09000009,Ealing,2018/19,Boys,1507,47.9,0.32
E09000009,Ealing,2018/19,Girls ,1449,54.1,0.84
E12000006,East,2018/19,All,60993,47,0
E12000006,East,2018/19,Boys,31157,44.5,-0.24
E12000006,East,2018/19,Girls ,29836,49.7,0.25
E12000004,East Midlands,2018/19,All,47019,45.8,-0.06
E12000004,East Midlands,2018/19,Boys,24079,43,-0.31
E12000004,East Midlands,2018/19,Girls ,22940,48.8,0.21
E09000010,Enfield,2018/19,All,3606,46.5,0.12
E09000010,Enfield,2018/19,Boys,1840,43.7,-0.16
E09000010,Enfield,2018/19,Girls ,1766,49.4,0.42
E92000001,England,2018/19,All,540006,46.8,-0.03
E92000001,England,2018/19,Boys,275185,44.2,-0.27
E92000001,England,2018/19,Girls ,264821,49.6,0.22
E09000011,Greenwich,2018/19,All,2364,45.3,-0.18
E09000011,Greenwich,2018/19,Boys,1171,42.7,-0.39
E09000011,Greenwich,2018/19,Girls ,1193,47.8,0.03
E09000012,Hackney,2018/19,All,2230,49.2,0.29
E09000012,Hackney,2018/19,Boys,1049,45.8,-0.04
E09000012,Hackney,2018/19,Girls ,1181,52.3,0.58
E09000013,Hammersmith and Fulham,2018/19,All,1326,53.9,0.27
E09000013,Hammersmith and Fulham,2018/19,Boys,632,50.4,-0.1
E09000013,Hammersmith and Fulham,2018/19,Girls ,694,57.1,0.59
E09000014,Haringey,2018/19,All,2336,46.9,0.24
E09000014,Haringey,2018/19,Boys,1212,44.1,0.02
E09000014,Haringey,2018/19,Girls ,1124,49.9,0.47
E09000015,Harrow,2018/19,All,2210,50.9,0.39
E09000015,Harrow,2018/19,Boys,1095,47.2,0.04
E09000015,Harrow,2018/19,Girls ,1115,54.7,0.71
E09000016,Havering,2018/19,All,2829,48.5,-0.05
E09000016,Havering,2018/19,Boys,1408,46,-0.29
E09000016,Havering,2018/19,Girls ,1421,51,0.2
E09000017,Hillingdon,2018/19,All,3203,47.7,0.11
E09000017,Hillingdon,2018/19,Boys,1679,44.2,-0.18
E09000017,Hillingdon,2018/19,Girls ,1524,51.5,0.42
E09000018,Hounslow,2018/19,All,2731,49.3,0.37
E09000018,Hounslow,2018/19,Boys,1396,46.5,0.12
E09000018,Hounslow,2018/19,Girls ,1335,52.2,0.62
E13000001,Inner London,2018/19,All,26861,48.4,0.18
E13000001,Inner London,2018/19,Boys,13307,45.6,-0.08
E13000001,Inner London,2018/19,Girls ,13554,51.2,0.43
E09000019,Islington,2018/19,All,1465,45.8,0.03
E09000019,Islington,2018/19,Boys,786,44.2,-0.14
E09000019,Islington,2018/19,Girls ,679,47.8,0.22
E09000020,Kensington and Chelsea,2018/19,All,867,53.6,0.32
E09000020,Kensington and Chelsea,2018/19,Boys,483,53.1,0.13
E09000020,Kensington and Chelsea,2018/19,Girls ,384,54.2,0.56
E09000021,Kingston upon Thames,2018/19,All,1550,56.9,0.46
E09000021,Kingston upon Thames,2018/19,Boys,742,53.8,0.21
E09000021,Kingston upon Thames,2018/19,Girls ,808,59.7,0.69
E09000022,Lambeth,2018/19,All,2189,44.1,-0.04
E09000022,Lambeth,2018/19,Boys,1099,41.3,-0.34
E09000022,Lambeth,2018/19,Girls ,1090,47,0.26
E09000023,Lewisham,2018/19,All,2187,43.7,-0.27
E09000023,Lewisham,2018/19,Boys,1123,40.4,-0.49
E09000023,Lewisham,2018/19,Girls ,1064,47.2,-0.03
E12000007,London,2018/19,All,79701,49.7,0.22
E12000007,London,2018/19,Boys,40067,46.9,-0.04
E12000007,London,2018/19,Girls ,39634,52.6,0.48
E09000024,Merton,2018/19,All,1455,51.1,0.55
E09000024,Merton,2018/19,Boys,742,48.6,0.38
E09000024,Merton,2018/19,Girls ,713,53.7,0.72
E09000025,Newham,2018/19,All,3933,48.8,0.23
E09000025,Newham,2018/19,Boys,1970,46.6,0
E09000025,Newham,2018/19,Girls ,1963,51,0.44
E12000001,North East,2018/19,All,25455,44.7,-0.24
E12000001,North East,2018/19,Boys,13023,42.4,-0.46
E12000001,North East,2018/19,Girls ,12432,47.2,-0.02
E12000002,North West,2018/19,All,74006,45.5,-0.18
E12000002,North West,2018/19,Boys,37583,42.8,-0.43
E12000002,North West,2018/19,Girls ,36423,48.4,0.08
E13000002,Outer London,2018/19,All,52840,50.4,0.24
E13000002,Outer London,2018/19,Boys,26760,47.5,-0.02
E13000002,Outer London,2018/19,Girls ,26080,53.3,0.5
E09000026,Redbridge,2018/19,All,3687,54,0.5
E09000026,Redbridge,2018/19,Boys,1889,51.3,0.26
E09000026,Redbridge,2018/19,Girls ,1798,56.9,0.74
E09000027,Richmond upon Thames,2018/19,All,1586,54.1,0.3
E09000027,Richmond upon Thames,2018/19,Boys,804,51.3,0.04
E09000027,Richmond upon Thames,2018/19,Girls ,782,56.9,0.56
E12000008,South East,2018/19,All,85952,48,-0.01
E12000008,South East,2018/19,Boys,44042,45.5,-0.26
E12000008,South East,2018/19,Girls ,41910,50.8,0.24
E12000009,South West,2018/19,All,51455,46.7,-0.06
E12000009,South West,2018/19,Boys,26437,44.2,-0.29
E12000009,South West,2018/19,Girls ,25018,49.4,0.18
E09000028,Southwark,2018/19,All,2509,49.5,0.25
E09000028,Southwark,2018/19,Boys,1206,47.1,0.04
E09000028,Southwark,2018/19,Girls ,1303,51.7,0.43
E09000029,Sutton,2018/19,All,2796,58.6,0.38
E09000029,Sutton,2018/19,Boys,1446,56.9,0.19
E09000029,Sutton,2018/19,Girls ,1350,60.4,0.57
E09000030,Tower Hamlets,2018/19,All,2808,48.4,0.24
E09000030,Tower Hamlets,2018/19,Boys,1375,45.9,0.01
E09000030,Tower Hamlets,2018/19,Girls ,1433,50.7,0.46
E09000031,Waltham Forest,2018/19,All,2605,46.2,0.11
E09000031,Waltham Forest,2018/19,Boys,1307,41.9,-0.24
E09000031,Waltham Forest,2018/19,Girls ,1298,50.6,0.46
E09000032,Wandsworth,2018/19,All,1785,49.4,0.26
E09000032,Wandsworth,2018/19,Boys,915,47.1,0.1
E09000032,Wandsworth,2018/19,Girls ,870,51.8,0.44
E12000005,West Midlands,2018/19,All,60984,45.6,-0.06
E12000005,West Midlands,2018/19,Boys,31139,43.1,-0.3
E12000005,West Midlands,2018/19,Girls ,29845,48.3,0.19
E09000033,Westminster,2018/19,All,1655,53.4,0.48
E09000033,Westminster,2018/19,Boys,811,49.4,0.18
E09000033,Westminster,2018/19,Girls ,844,57.2,0.78
E12000003,Yorkshire and the Humber,2018/19,All,54441,45.4,-0.02
E12000003,Yorkshire and the Humber,2018/19,Boys,27658,42.7,-0.26
E12000003,Yorkshire and the Humber,2018/19,Girls ,26783,48.2,0.22
E09000002,Barking and Dagenham,2019/20,All,2525,49.7,-
E09000002,Barking and Dagenham,2019/20,Boys,1294,46.8,-
E09000002,Barking and Dagenham,2019/20,Girls ,1231,52.7,-
E09000003,Barnet,2019/20,All,4010,60.1,-
E09000003,Barnet,2019/20,Boys,2048,58.1,-
E09000003,Barnet,2019/20,Girls ,1962,62.1,-
E09000004,Bexley,2019/20,All,3150,53.5,-
E09000004,Bexley,2019/20,Boys,1630,51,-
E09000004,Bexley,2019/20,Girls ,1520,56.1,-
E09000005,Brent,2019/20,All,3078,53.1,-
E09000005,Brent,2019/20,Boys,1616,51,-
E09000005,Brent,2019/20,Girls ,1462,55.5,-
E09000006,Bromley,2019/20,All,3411,54.5,-
E09000006,Bromley,2019/20,Boys,1637,51.4,-
E09000006,Bromley,2019/20,Girls ,1774,57.5,-
E09000007,Camden,2019/20,All,1573,52.2,-
E09000007,Camden,2019/20,Boys,682,47.8,-
E09000007,Camden,2019/20,Girls ,891,55.5,-
E09000001,City of London,2019/20,All,-,-,-
E09000001,City of London,2019/20,Boys,-,-,-
E09000001,City of London,2019/20,Girls ,-,-,-
E09000008,Croydon,2019/20,All,3755,48.9,-
E09000008,Croydon,2019/20,Boys,1886,45,-
E09000008,Croydon,2019/20,Girls ,1869,52.8,-
E09000009,Ealing,2019/20,All,3043,53.5,-
E09000009,Ealing,2019/20,Boys,1525,50.2,-
E09000009,Ealing,2019/20,Girls ,1518,56.8,-
E12000006,East,2019/20,All,63682,50.3,-
E12000006,East,2019/20,Boys,32546,47.4,-
E12000006,East,2019/20,Girls ,31136,53.4,-
E12000004,East Midlands,2019/20,All,48542,49.1,-
E12000004,East Midlands,2019/20,Boys,24819,46.5,-
E12000004,East Midlands,2019/20,Girls ,23723,51.9,-
E09000010,Enfield,2019/20,All,3767,49.8,-
E09000010,Enfield,2019/20,Boys,1942,47.1,-
E09000010,Enfield,2019/20,Girls ,1825,52.8,-
E92000001,England,2019/20,All,561994,50.2,-
E92000001,England,2019/20,Boys,286588,47.4,-
E92000001,England,2019/20,Girls ,275406,53.1,-
E09000011,Greenwich,2019/20,All,2448,50.2,-
E09000011,Greenwich,2019/20,Boys,1184,48.3,-
E09000011,Greenwich,2019/20,Girls ,1264,52,-
E09000012,Hackney,2019/20,All,2286,53.2,-
E09000012,Hackney,2019/20,Boys,1062,50.7,-
E09000012,Hackney,2019/20,Girls ,1224,55.4,-
E09000013,Hammersmith and Fulham,2019/20,All,1458,56.1,-
E09000013,Hammersmith and Fulham,2019/20,Boys,731,52.8,-
E09000013,Hammersmith and Fulham,2019/20,Girls ,727,59.4,-
E09000014,Haringey,2019/20,All,2484,51.4,-
E09000014,Haringey,2019/20,Boys,1300,48.6,-
E09000014,Haringey,2019/20,Girls ,1184,54.5,-
E09000015,Harrow,2019/20,All,2334,53.4,-
E09000015,Harrow,2019/20,Boys,1168,49.5,-
E09000015,Harrow,2019/20,Girls ,1166,57.2,-
E09000016,Havering,2019/20,All,2842,51.9,-
E09000016,Havering,2019/20,Boys,1451,50.1,-
E09000016,Havering,2019/20,Girls ,1391,53.8,-
E09000017,Hillingdon,2019/20,All,3301,52.1,-
E09000017,Hillingdon,2019/20,Boys,1718,48.7,-
E09000017,Hillingdon,2019/20,Girls ,1583,55.7,-
E09000018,Hounslow,2019/20,All,2916,52.6,-
E09000018,Hounslow,2019/20,Boys,1478,49.9,-
E09000018,Hounslow,2019/20,Girls ,1438,55.3,-
E13000001,Inner London,2019/20,All,28132,52.3,-
E13000001,Inner London,2019/20,Boys,14073,49.6,-
E13000001,Inner London,2019/20,Girls ,14059,55,-
E09000019,Islington,2019/20,All,1471,49.7,-
E09000019,Islington,2019/20,Boys,808,48.2,-
E09000019,Islington,2019/20,Girls ,663,51.6,-
E09000020,Kensington and Chelsea,2019/20,All,899,58,-
E09000020,Kensington and Chelsea,2019/20,Boys,480,58.3,-
E09000020,Kensington and Chelsea,2019/20,Girls ,419,57.8,-
E09000021,Kingston upon Thames,2019/20,All,1767,58.9,-
E09000021,Kingston upon Thames,2019/20,Boys,861,56.4,-
E09000021,Kingston upon Thames,2019/20,Girls ,906,61.3,-
E09000022,Lambeth,2019/20,All,2250,49.3,-
E09000022,Lambeth,2019/20,Boys,1141,45.8,-
E09000022,Lambeth,2019/20,Girls ,1109,52.8,-
E09000023,Lewisham,2019/20,All,2305,48.4,-
E09000023,Lewisham,2019/20,Boys,1174,45.3,-
E09000023,Lewisham,2019/20,Girls ,1131,51.7,-
E12000007,London,2019/20,All,83129,53.2,-
E12000007,London,2019/20,Boys,41926,50.5,-
E12000007,London,2019/20,Girls ,41203,55.9,-
E09000024,Merton,2019/20,All,1555,53.1,-
E09000024,Merton,2019/20,Boys,806,50.5,-
E09000024,Merton,2019/20,Girls ,749,55.9,-
E09000025,Newham,2019/20,All,4079,53.1,-
E09000025,Newham,2019/20,Boys,2056,50.8,-
E09000025,Newham,2019/20,Girls ,2023,55.5,-
E12000001,North East,2019/20,All,26395,48.4,-
E12000001,North East,2019/20,Boys,13481,45.7,-
E12000001,North East,2019/20,Girls ,12914,51.3,-
E12000002,North West,2019/20,All,77572,49,-
E12000002,North West,2019/20,Boys,39337,46,-
E12000002,North West,2019/20,Girls ,38235,52,-
E13000002,Outer London,2019/20,All,54997,53.6,-
E13000002,Outer London,2019/20,Boys,27853,50.9,-
E13000002,Outer London,2019/20,Girls ,27144,56.4,-
E09000026,Redbridge,2019/20,All,3815,56,-
E09000026,Redbridge,2019/20,Boys,1954,53.7,-
E09000026,Redbridge,2019/20,Girls ,1861,58.4,-
E09000027,Richmond upon Thames,2019/20,All,1667,57.5,-
E09000027,Richmond upon Thames,2019/20,Boys,838,54.3,-
E09000027,Richmond upon Thames,2019/20,Girls ,829,60.6,-
E12000008,South East,2019/20,All,88737,51.4,-
E12000008,South East,2019/20,Boys,45603,48.7,-
E12000008,South East,2019/20,Girls ,43134,54.2,-
E12000009,South West,2019/20,All,52331,50.4,-
E12000009,South West,2019/20,Boys,26673,47.8,-
E12000009,South West,2019/20,Girls ,25658,53.2,-
E09000028,Southwark,2019/20,All,2659,53.7,-
E09000028,Southwark,2019/20,Boys,1311,51.3,-
E09000028,Southwark,2019/20,Girls ,1348,56.1,-
E09000029,Sutton,2019/20,All,2920,61.3,-
E09000029,Sutton,2019/20,Boys,1467,59.6,-
E09000029,Sutton,2019/20,Girls ,1453,63.1,-
E09000030,Tower Hamlets,2019/20,All,3082,50.1,-
E09000030,Tower Hamlets,2019/20,Boys,1479,47.9,-
E09000030,Tower Hamlets,2019/20,Girls ,1603,52.1,-
E09000031,Waltham Forest,2019/20,All,2693,50,-
E09000031,Waltham Forest,2019/20,Boys,1350,47,-
E09000031,Waltham Forest,2019/20,Girls ,1343,53.1,-
E09000032,Wandsworth,2019/20,All,1865,52.7,-
E09000032,Wandsworth,2019/20,Boys,987,49.8,-
E09000032,Wandsworth,2019/20,Girls ,878,55.8,-
E12000005,West Midlands,2019/20,All,64062,49,-
E12000005,West Midlands,2019/20,Boys,32795,46.1,-
E12000005,West Midlands,2019/20,Girls ,31267,52,-
E09000033,Westminster,2019/20,All,1721,57.1,-
E09000033,Westminster,2019/20,Boys,862,53.2,-
E09000033,Westminster,2019/20,Girls ,859,60.9,-
E12000003,Yorkshire and the Humber,2019/20,All,57544,48.3,-
E12000003,Yorkshire and the Humber,2019/20,Boys,29408,45.5,-
E12000003,Yorkshire and the Humber,2019/20,Girls ,28136,51.1,-
