LA,LAESTAB,URN,NAME,NFTYPE,DESCRIPTION,NUMBER_OF_ENTRIES,QUALIFICATION,LEVEL,QUALIFICATION_TYPE
937,9376109,134464,OneSchool Global UK,IND,Art and Design (Graphics),9,A level,3,Academic
937,9376109,134464,OneSchool Global UK,IND,History,1,A level,3,Academic
937,9376109,134464,OneSchool Global UK,IND,Law,2,A level,3,Academic
937,9376109,134464,OneSchool Global UK,IND,Mathematics,1,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,Biology,8,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,Business Studies:Single,36,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,Chemistry,5,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,Economics,18,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,English Language and Literature,14,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,English Literature,33,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,History,6,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,Logic / Philosophy,6,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,Mathematics,8,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,Physics,4,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,Psychology,89,A level,3,Academic
937,9378000,130835,Warwickshire College Group,General Further Education College,Sociology,112,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Art and Design (Fine Art),35,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Art and Design (Photography),33,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Biology,60,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Business Studies:Single,53,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Chemistry,42,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Computer Studies / Computing,29,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Drama and Theatre Studies,21,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Economics,21,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Electronics,17,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,English Language,32,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,English Literature,65,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Film Studies,39,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,French,9,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Geography,47,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Government and Politics,29,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,History,54,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Law,43,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Mathematics,81,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Mathematics (Further),9,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Media/Film/Tv Studies,31,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Music Technology,9,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Physics,31,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Psychology,130,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Religious Studies,17,A level,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Sociology,115,A level,3,Academic
937,9374002,137235,Stratford Girls' Grammar School,ACC,Mathematical Studies,8,Other academic,3,Academic
937,9374003,139936,Nicholas Chamberlaine School,AC,Study Skills,1,Other academic,3,Academic
937,9374004,137771,Etone College,ACC,Study Skills,6,Other academic,3,Academic
937,9374014,145575,Bilton School,AC,Mathematical Studies,13,Other academic,3,Academic
937,9374110,147432,Kineton High School,ACC,Study Skills,36,Other academic,3,Academic
937,9374112,136459,The Polesworth School,ACC,Mathematical Studies,18,Other academic,3,Academic
937,9374114,143905,Southam College,ACC,Study Skills,21,Other academic,3,Academic
937,9374124,137236,Stratford Upon Avon School,ACC,Mathematical Studies,15,Other academic,3,Academic
937,9374124,137236,Stratford Upon Avon School,ACC,Study Skills,11,Other academic,3,Academic
937,9374190,137770,Aylesford School and Sixth Form College,ACC,Study Skills,4,Other academic,3,Academic
937,9374233,136986,The Coleshill School,ACC,Study Skills,1,Other academic,3,Academic
937,9374241,136587,Ashlawn School,ACC,Study Skills,26,Other academic,3,Academic
937,9374601,137302,King Edward VI School,ACC,Chinese,1,Other academic,3,Academic
937,9374601,137302,King Edward VI School,ACC,Mathematical Studies,19,Other academic,3,Academic
937,9374601,137302,King Edward VI School,ACC,Study Skills,24,Other academic,3,Academic
937,9374620,141277,Lawrence Sheriff School,ACC,Mathematical Studies,9,Other academic,3,Academic
937,9374620,141277,Lawrence Sheriff School,ACC,Study Skills,40,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Baccalaureate,33,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Biology,36,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Chemistry,3,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Design and Technology,12,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Film Studies,12,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Geography,22,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,History,11,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Learning Skills,44,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Logic / Philosophy,3,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Management Studies / Science,19,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Mathematical Studies,43,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Other Languages,44,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Physical Education / Sports Studies,6,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Psychology,15,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Study Skills,38,Other academic,3,Academic
937,9374730,143634,St Benedict's Catholic High School,ACC,Untranslated Literature,45,Other academic,3,Academic
937,9374803,141836,St Thomas More Catholic School and Sixth Form College,ACC,Study Skills,6,Other academic,3,Academic
937,9375401,137781,Ash Green School,ACC,Study Skills,11,Other academic,3,Academic
937,9375403,136907,Myton School,ACC,Study Skills,12,Other academic,3,Academic
937,9375406,136595,Rugby High School,ACC,Study Skills,41,Other academic,3,Academic
937,9375407,136622,Alcester Grammar School,ACC,Study Skills,32,Other academic,3,Academic
937,9376004,125774,Arnold Lodge School,IND,Study Skills,4,Other academic,3,Academic
937,9376005,125775,The Kingsley School,IND,Study Skills,6,Other academic,3,Academic
937,9376010,125777,Rugby School,IND,Art and Design,33,Other academic,3,Academic
937,9376010,125777,Rugby School,IND,Chinese,1,Other academic,3,Academic
937,9376010,125777,Rugby School,IND,French,14,Other academic,3,Academic
937,9376010,125777,Rugby School,IND,German,4,Other academic,3,Academic
937,9376010,125777,Rugby School,IND,Italian,1,Other academic,3,Academic
937,9376010,125777,Rugby School,IND,Physics,35,Other academic,3,Academic
937,9376010,125777,Rugby School,IND,Spanish,7,Other academic,3,Academic
937,9376010,125777,Rugby School,IND,Study Skills,57,Other academic,3,Academic
937,9376020,125781,Warwick School,IND,Additional Mathematics FSMQ,2,Other academic,3,Academic
937,9376020,125781,Warwick School,IND,Study Skills,79,Other academic,3,Academic
937,9376084,125787,Princethorpe College,IND,Mathematical Studies,9,Other academic,3,Academic
937,9376084,125787,Princethorpe College,IND,Study Skills,66,Other academic,3,Academic
937,9376089,125788,King's High School,IND,Study Skills,65,Other academic,3,Academic
937,9376109,134464,OneSchool Global UK,IND,Study Skills,3,Other academic,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Mathematical Studies,79,Other academic,3,Academic
937,9378600,145174,King Edward VI College,ACC1619,Study Skills,40,Other academic,3,Academic
937,9374003,139936,Nicholas Chamberlaine School,AC,Applied Sciences,4,Applied general,3,Vocational and technical
937,9374003,139936,Nicholas Chamberlaine School,AC,Health Studies,11,Applied general,3,Vocational and technical
937,9374003,139936,Nicholas Chamberlaine School,AC,Multimedia,3,Applied general,3,Vocational and technical
937,9374003,139936,Nicholas Chamberlaine School,AC,Sports Studies,5,Applied general,3,Vocational and technical
937,9374004,137771,Etone College,ACC,Applied Sciences,8,Applied general,3,Vocational and technical
937,9374004,137771,Etone College,ACC,Computer Architecture / Systems,16,Applied general,3,Vocational and technical
937,9374004,137771,Etone College,ACC,Health Studies,6,Applied general,3,Vocational and technical
937,9374004,137771,Etone College,ACC,Law / Legal Studies,5,Applied general,3,Vocational and technical
937,9374004,137771,Etone College,ACC,Multimedia,6,Applied general,3,Vocational and technical
937,9374004,137771,Etone College,ACC,Sports Studies,13,Applied general,3,Vocational and technical
937,9374014,145575,Bilton School,AC,Applied Sciences,16,Applied general,3,Vocational and technical
937,9374014,145575,Bilton School,AC,Art and Design,9,Applied general,3,Vocational and technical
937,9374014,145575,Bilton School,AC,Business Studies,22,Applied general,3,Vocational and technical
937,9374014,145575,Bilton School,AC,Computer Architecture / Systems,10,Applied general,3,Vocational and technical
937,9374014,145575,Bilton School,AC,Health Studies,28,Applied general,3,Vocational and technical
937,9374014,145575,Bilton School,AC,Social Science,53,Applied general,3,Vocational and technical
937,9374014,145575,Bilton School,AC,Sports Studies,7,Applied general,3,Vocational and technical
937,9374110,147432,Kineton High School,ACC,Business Studies,8,Applied general,3,Vocational and technical
937,9374110,147432,Kineton High School,ACC,Music performance (Group),1,Applied general,3,Vocational and technical
937,9374110,147432,Kineton High School,ACC,Speech and Drama,7,Applied general,3,Vocational and technical
937,9374112,136459,The Polesworth School,ACC,Applied Sciences,25,Applied general,3,Vocational and technical
937,9374112,136459,The Polesworth School,ACC,Health Studies,16,Applied general,3,Vocational and technical
937,9374112,136459,The Polesworth School,ACC,Music performance (Group),6,Applied general,3,Vocational and technical
937,9374112,136459,The Polesworth School,ACC,Travel and Tourism,10,Applied general,3,Vocational and technical
937,9374114,143905,Southam College,ACC,Applied Sciences,30,Applied general,3,Vocational and technical
937,9374114,143905,Southam College,ACC,Business Studies,28,Applied general,3,Vocational and technical
937,9374114,143905,Southam College,ACC,Health Studies,57,Applied general,3,Vocational and technical
937,9374114,143905,Southam College,ACC,Nutrition / Diet,14,Applied general,3,Vocational and technical
937,9374114,143905,Southam College,ACC,Social Science,33,Applied general,3,Vocational and technical
937,9374114,143905,Southam College,ACC,Sports Studies,12,Applied general,3,Vocational and technical
937,9374124,137236,Stratford Upon Avon School,ACC,Applied Sciences,17,Applied general,3,Vocational and technical
937,9374124,137236,Stratford Upon Avon School,ACC,Computer Appreciation (Introduction),6,Applied general,3,Vocational and technical
937,9374124,137236,Stratford Upon Avon School,ACC,Social Science,51,Applied general,3,Vocational and technical
937,9374153,137767,Higham Lane School,ACC,Health Studies,6,Applied general,3,Vocational and technical
937,9374190,137770,Aylesford School and Sixth Form College,ACC,Business Studies,14,Applied general,3,Vocational and technical
937,9374190,137770,Aylesford School and Sixth Form College,ACC,Health Studies,4,Applied general,3,Vocational and technical
937,9374190,137770,Aylesford School and Sixth Form College,ACC,Music performance (Group),1,Applied general,3,Vocational and technical
937,9374190,137770,Aylesford School and Sixth Form College,ACC,Sports Studies,5,Applied general,3,Vocational and technical
937,9374192,137766,Campion School,ACC,Health Studies,7,Applied general,3,Vocational and technical
937,9374233,136986,The Coleshill School,ACC,Applied Sciences,4,Applied general,3,Vocational and technical
937,9374233,136986,The Coleshill School,ACC,Health Studies,7,Applied general,3,Vocational and technical
937,9374233,136986,The Coleshill School,ACC,Sports Studies,13,Applied general,3,Vocational and technical
937,9374236,146697,Kenilworth School and Sixth Form,ACC,Social Science,33,Applied general,3,Vocational and technical
937,9374236,146697,Kenilworth School and Sixth Form,ACC,Sports Studies,11,Applied general,3,Vocational and technical
937,9374237,142202,North Leamington School,ACC,Health Studies,12,Applied general,3,Vocational and technical
937,9374241,136587,Ashlawn School,ACC,Applied Sciences,8,Applied general,3,Vocational and technical
937,9374241,136587,Ashlawn School,ACC,Business Studies,18,Applied general,3,Vocational and technical
937,9374241,136587,Ashlawn School,ACC,Engineering Studies,11,Applied general,3,Vocational and technical
937,9374241,136587,Ashlawn School,ACC,Health Studies,20,Applied general,3,Vocational and technical
937,9374241,136587,Ashlawn School,ACC,Speech and Drama,8,Applied general,3,Vocational and technical
937,9374241,136587,Ashlawn School,ACC,Sports Studies,7,Applied general,3,Vocational and technical
937,9374620,141277,Lawrence Sheriff School,ACC,Engineering Studies,17,Applied general,3,Vocational and technical
937,9374620,141277,Lawrence Sheriff School,ACC,Finance / Accounting (General),112,Applied general,3,Vocational and technical
937,9374730,143634,St Benedict's Catholic High School,ACC,Health Studies,7,Applied general,3,Vocational and technical
937,9374803,141836,St Thomas More Catholic School and Sixth Form College,ACC,Applied Sciences,8,Applied general,3,Vocational and technical
937,9374803,141836,St Thomas More Catholic School and Sixth Form College,ACC,Health Studies,7,Applied general,3,Vocational and technical
937,9374803,141836,St Thomas More Catholic School and Sixth Form College,ACC,Sports Studies,32,Applied general,3,Vocational and technical
937,9375401,137781,Ash Green School,ACC,Business Studies,12,Applied general,3,Vocational and technical
937,9375401,137781,Ash Green School,ACC,Health Studies,21,Applied general,3,Vocational and technical
937,9375401,137781,Ash Green School,ACC,Sports Studies,6,Applied general,3,Vocational and technical
937,9375401,137781,Ash Green School,ACC,Travel and Tourism,8,Applied general,3,Vocational and technical
937,9375403,136907,Myton School,ACC,Applied Sciences,12,Applied general,3,Vocational and technical
937,9375403,136907,Myton School,ACC,Computer Appreciation (Introduction),17,Applied general,3,Vocational and technical
937,9375403,136907,Myton School,ACC,Health Studies,7,Applied general,3,Vocational and technical
937,9375403,136907,Myton School,ACC,Social Science,60,Applied general,3,Vocational and technical
937,9375407,136622,Alcester Grammar School,ACC,Nutrition / Diet,17,Applied general,3,Vocational and technical
937,9376005,125775,The Kingsley School,IND,Nutrition / Diet,4,Applied general,3,Vocational and technical
937,9376084,125787,Princethorpe College,IND,Finance / Accounting (General),8,Applied general,3,Vocational and technical
937,9376084,125787,Princethorpe College,IND,Sports Studies,15,Applied general,3,Vocational and technical
937,9376089,125788,King's High School,IND,Nutrition / Diet,6,Applied general,3,Vocational and technical
937,9376109,134464,OneSchool Global UK,IND,Business Studies,14,Applied general,3,Vocational and technical
937,9376109,134464,OneSchool Global UK,IND,Finance / Accounting (General),4,Applied general,3,Vocational and technical
937,9376109,134464,OneSchool Global UK,IND,Multimedia,1,Applied general,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Applied Sciences,16,Applied general,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Business Studies,132,Applied general,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Computer Appreciation (Introduction),39,Applied general,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Engineering Studies,92,Applied general,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Health Studies,165,Applied general,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Law / Legal Studies,95,Applied general,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Social Science,133,Applied general,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Speech and Drama,1,Applied general,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Sports / Movement Science,11,Applied general,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Sports Studies,54,Applied general,3,Vocational and technical
937,9378001,130836,North Warwickshire and South Leicestershire College,General Further Education College,Applied Sciences,1,Applied general,3,Vocational and technical
937,9378001,130836,North Warwickshire and South Leicestershire College,General Further Education College,Business Studies,124,Applied general,3,Vocational and technical
937,9378001,130836,North Warwickshire and South Leicestershire College,General Further Education College,Computer Architecture / Systems,1,Applied general,3,Vocational and technical
937,9378001,130836,North Warwickshire and South Leicestershire College,General Further Education College,Engineering Studies,50,Applied general,3,Vocational and technical
937,9378001,130836,North Warwickshire and South Leicestershire College,General Further Education College,Health Studies,157,Applied general,3,Vocational and technical
937,9378001,130836,North Warwickshire and South Leicestershire College,General Further Education College,Multimedia,39,Applied general,3,Vocational and technical
937,9378001,130836,North Warwickshire and South Leicestershire College,General Further Education College,Travel and Tourism,27,Applied general,3,Vocational and technical
937,9378600,145174,King Edward VI College,ACC1619,Applied Sciences,33,Applied general,3,Vocational and technical
937,9378600,145174,King Edward VI College,ACC1619,Business Studies,50,Applied general,3,Vocational and technical
937,9378600,145174,King Edward VI College,ACC1619,Computer Appreciation (Introduction),21,Applied general,3,Vocational and technical
937,9378600,145174,King Edward VI College,ACC1619,Finance / Accounting (General),93,Applied general,3,Vocational and technical
937,9378600,145174,King Edward VI College,ACC1619,Health Studies,57,Applied general,3,Vocational and technical
937,9378600,145174,King Edward VI College,ACC1619,Medical Science,92,Applied general,3,Vocational and technical
937,9378600,145174,King Edward VI College,ACC1619,Multimedia,32,Applied general,3,Vocational and technical
937,9378600,145174,King Edward VI College,ACC1619,Social Science,257,Applied general,3,Vocational and technical
937,9378600,145174,King Edward VI College,ACC1619,Sports Studies,44,Applied general,3,Vocational and technical
937,9374114,143905,Southam College,ACC,Computer Appreciation (Introduction),9,Tech level,3,Vocational and technical
937,9374233,136986,The Coleshill School,ACC,Computer Appreciation (Introduction),10,Tech level,3,Vocational and technical
937,9374236,146697,Kenilworth School and Sixth Form,ACC,Sound Recording,4,Tech level,3,Vocational and technical
937,9375403,136907,Myton School,ACC,Computer Games,7,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Accounting,1,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Animal Husbandry (Specific Animals),160,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Beauty Therapy,10,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Building / Construction Operations (General / Combined),34,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Childcare Skills,61,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Electrical installation (Buildings / Construction),15,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Hairdressing Services,19,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Horses / Ponies Keeping,29,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Horticulture (General),5,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Plumbing (Building Work),15,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Special Effects Makeup,8,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Theatrical Makeup,6,Tech level,3,Vocational and technical
937,9378001,130836,North Warwickshire and South Leicestershire College,General Further Education College,Accounting,5,Tech level,3,Vocational and technical
937,9378001,130836,North Warwickshire and South Leicestershire College,General Further Education College,Computer Appreciation (Introduction),33,Tech level,3,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Accounting,3,Technical certificate,2,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Animal Care (Non-Agricultural),54,Technical certificate,2,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Beauty Therapy,49,Technical certificate,2,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Hairdressing Services,33,Technical certificate,2,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Sports Studies,7,Technical certificate,2,Vocational and technical
937,9378000,130835,Warwickshire College Group,General Further Education College,Theatrical Makeup,21,Technical certificate,2,Vocational and technical
937,9378001,130836,North Warwickshire and South Leicestershire College,General Further Education College,Accounting,9,Technical certificate,2,Vocational and technical
937,9378600,145174,King Edward VI College,ACC1619,Accounting,1,Technical certificate,2,Vocational and technical